id,volume,addTime
56@26343,1,46498
31@55991,7,46508
2@31330,2,46392
31@34686,7,93577
12@27435,8,38982
31@25567,5,38186
35@75980,1,40314
33@28303,4,39579
11@83779,9,40177
29@33410,6,39669
31@12146,9,39484
12@91766,5,39281
42@95656,6,38782
22@26764,5,40230
11@44756,9,40661
12@26257,9,40857
15@34172,5,40713
22@26122,3,40671
31@41443,13,47236
70@89853,1,45682
31@99422,5,46619
12@26225,4,51663
29@90386,6,57254
31@26337,5,76280
29@91280,9,109305
115@88160,2,84420
92@93575,2,70785
5@24599,3,70698
19@91273,4,70820
1@91167,7,68022
11@57251,6,68562
42@83810,5,63515
82@41836,1,62528
31@32884,6,59675
12@2792,8,58674
132@78367,1,63378
19@98318,7,58552
31@41805,9,58426
19@44102,4,54825
31@74520,4,47778
29@97354,3,47275
33@94599,4,44988
92@72351,1,47930
12@99934,10,47240
22@17992,2,44515
42@2159,5,43834
12@13730,5,40922
92@60599,1,40378
8@51517,2,39661
31@92488,6,40578
31@94591,11,40550
42@78930,6,41413
31@36678,2,39804
42@69612,3,41311
14@43553,2,40551
12@40501,6,39308
33@85856,4,37619
2@56838,3,37203
11@78487,4,38083
31@22816,7,37761
33@91081,1,37681
122@71553,1,39862
122@35594,1,40245
22@22611,1,38678
31@67965,6,38435
103@96106,1,39584
31@52264,7,37597
42@90508,3,38337
19@57988,2,37794
19@86249,5,37587
31@79952,6,36759
158,441,36087
40@56443,1,37413
31@21497,11,36540
31@14889,8,36973
31@55254,3,37133
33@98725,3,37348
22@30370,6,37235
105@95543,1,39180
33@65754,3,36849
29@64478,4,36646
19@83280,4,36514
31@63580,5,36193
75@84195,1,36501
19@12254,3,37241
8@17780,4,37795
11@42426,4,37591
19@3775,3,37598
31@31985,5,38101
31@91539,9,38178
22@20065,2,38073
31@61370,12,37855
31@34372,3,37691
8@60206,2,37346
31@45824,6,37496
11@87570,6,37197
2@16606,2,35490
31@26866,4,33870
63@27185,1,33981
12@24053,6,33773
8@27815,2,34004
63@343,2,34077
42@27434,5,33692
122@82113,1,35661
31@69819,7,36930
11@38697,6,37026
49@32033,1,37603
31@98379,7,36889
11@18197,6,37038
19@11770,4,37097
11@74192,6,37067
159,8954,40020
14@67487,1,36933
103@34333,1,38544
33@38185,2,37464
19@39759,6,37020
12@40731,5,36855
8@42008,3,36848
160,1104,36167
49@8815,1,37066
57@36867,2,36739
19@30513,2,37157
38@4767,3,36627
2@22034,2,37544
2@65018,3,73084
8@25270,3,81896
31@60804,6,84489
63@92134,2,80643
31@20242,8,79951
103@31865,2,81461
1@70040,4,76984
31@32677,5,79185
19@27470,7,78245
19@14534,6,78608
22@99011,4,78334
8@76538,5,79123
9@94985,4,78560
31@90584,9,80674
115@23669,3,86085
8@79362,6,81945
29@87032,4,81799
103@63182,3,85605
11@47409,4,80755
9@29081,13,73584
11@36876,5,117777
9@29204,6,75071
33@99557,4,45710
11@918,3,43919
2@47890,4,45403
11@37684,4,47691
31@74552,8,46989
19@33899,2,46513
31@75730,8,45932
61@77431,1,46219
31@93465,5,45990
31@87990,11,45867
31@85646,9,112236
9@20918,10,37693
8@249,3,38297
9@18608,9,38002
12@5652,3,39688
12@62664,8,40051
19@65722,4,40600
70@44536,1,41115
84@57674,1,42877
22@28277,7,43051
22@29624,4,43063
70@39558,1,43052
151@36138,1,46175
22@33370,2,50775
70@88003,1,50448
31@80220,6,52787
31@16764,9,57132
31@69671,9,58107
31@41692,7,64722
29@25416,10,103167
31@45439,6,95358
161,1943,79221
31@35432,8,78088
12@73251,2,76245
15@81589,1,75377
63@85989,1,69904
12@97180,8,68179
70@69025,2,66380
15@68189,1,68132
70@26572,1,67613
84@95592,1,61834
11@80945,4,58071
33@77853,2,59401
2@62549,4,57650
11@48639,5,54607
3@33335,1,49899
8@27949,7,47705
19@19053,7,47291
8@53964,6,48293
9@76867,5,49212
19@22861,5,50788
38@91458,1,44898
33@32911,2,41525
33@30020,1,41936
40@64835,1,41708
38@90249,2,42428
29@79176,4,41916
31@50641,6,43854
22@11919,3,41935
31@17315,5,43415
31@12494,8,44149
11@36978,6,41400
33@92503,2,39211
9@92554,11,39290
38@33214,1,39084
9@93127,3,39107
1@18100,6,38959
60@30498,2,38760
31@89753,6,38837
15@83405,1,39020
31@53073,11,38421
75@14854,2,38923
31@85284,9,38708
31@76907,11,38495
12@39814,5,39153
48@92776,1,39457
19@72534,7,38816
63@45576,1,38266
5@7846,2,38297
5@21824,2,38897
9@97283,7,38340
8@19716,2,38619
15@8891,2,38696
31@18465,8,38450
60@78713,1,38760
159@20299,1,40478
12@38729,5,37804
12@98748,8,37684
31@7568,12,37571
29@70006,7,37951
31@50934,7,39187
56@65229,1,39426
92@52961,1,39267
9@51193,7,39226
31@7547,9,39818
31@26098,8,39856
12@36377,4,39800
31@45318,5,40142
38@10616,1,39990
49@3106,1,39565
31@36330,10,38803
31@4816,6,39107
12@65538,2,39049
31@12139,8,37681
38@67153,3,36226
22@91258,3,36117
2@90605,9,35978
19@9181,6,35963
29@56330,11,39061
11@7464,2,39255
31@62175,10,38681
93@79017,1,39052
2@75050,3,38793
31@60485,13,38480
31@33303,7,38584
48@41056,2,38775
31@80313,8,38406
33@67353,3,38691
8@7624,6,38820
8@92383,4,38538
12@3655,7,38669
8@8346,1,38863
77@65551,1,38673
15@46271,3,38483
31@83048,5,38395
9@76541,5,38665
8@82528,2,38914
31@43345,8,38391
31@56308,10,38134
92@38642,1,38498
60@2886,2,38606
38@56960,2,38221
29@91376,3,38159
8@66730,1,39145
19@32149,5,37641
61@92935,1,37924
8@31216,2,37928
29@39067,4,37638
8@59749,5,39401
3@94767,1,50219
8@48028,4,73848
12@14802,7,77789
94@60777,1,81561
61@95915,1,80717
2@70790,2,80072
8@9880,4,80245
90@98997,1,80774
1@19329,3,78719
31@3867,7,79272
22@10857,3,77838
2@91262,2,79247
22@64472,3,80226
31@25243,3,78528
33@61907,1,79398
42@86499,4,80542
11@98593,4,80284
1@54229,5,80926
2@87854,2,82488
33@72705,3,81596
42@24001,3,81590
1@65910,7,81512
19@98310,3,66186
29@3390,9,89534
95@34972,1,55237
115@21842,2,46373
31@36947,8,43566
2@58690,1,45721
8@16450,3,47382
3@1567,1,46170
12@42827,5,47020
38@98151,3,46889
31@58548,5,47581
8@11253,5,41717
8@61472,3,40432
31@21826,9,43843
31@73017,8,111040
31@11911,6,35917
19@41192,4,38830
162,340,38240
19@30301,5,39883
29@26846,7,40211
42@73350,4,40629
63@88479,2,40468
9@25377,10,40704
60@12489,1,42726
8@48892,3,42669
57@28100,1,41751
31@92276,9,42454
31@86939,9,44304
42@94163,3,50675
22@73872,1,50768
57@1895,1,48091
61@61814,1,56569
12@61048,5,61217
9@80722,3,64821
92@31530,2,67784
31@36421,14,88266
31@1906,10,113074
8@1016,5,88861
9@33852,4,84164
19@5198,5,76132
31@29729,9,71176
48@78218,1,69882
12@84371,6,68432
19@48102,4,65889
31@3384,6,66696
115@68271,1,68285
33@21379,2,58332
163,2526,59882
87@19398,1,60390
11@36854,3,60700
15@17126,2,47696
12@65064,7,48054
12@91582,6,48094
19@98650,3,47492
19@60150,6,48093
2@80109,5,49692
8@40411,2,51351
11@20431,3,42170
31@103,9,42477
115@9757,3,41139
9@68041,7,40442
31@3759,5,41836
31@14263,7,39964
15@56503,2,40545
12@88760,8,39879
31@91334,7,40571
19@30861,5,40385
12@78763,7,38859
38@19331,3,38221
11@98429,3,37565
31@49622,4,38912
8@13547,3,37795
9@82696,10,36934
31@70382,5,38280
115@74821,1,39829
31@2375,4,37460
19@37852,5,38142
8@24052,6,37771
22@31108,5,37966
4@28259,1,38487
19@81662,3,37647
12@40532,6,37235
29@78800,5,37439
70@5696,3,37648
31@48015,7,36941
8@30125,3,37270
12@98141,9,37059
29@10114,5,37446
31@38745,5,36826
8@38884,3,36924
15@46600,2,37339
38@66136,1,38180
19@57214,5,37768
33@41949,1,37918
8@7445,3,38168
1@26711,6,38036
19@8978,7,38169
3@40007,3,38949
12@11247,4,37167
31@85852,7,36863
31@31780,8,36791
164,2461,37572
31@4515,6,37684
31@64569,6,38453
31@34393,11,38064
1@84815,2,38947
9@40999,6,38531
31@6225,4,38143
11@88058,3,38072
115@29178,1,39307
9@20013,9,38333
2@23636,1,39397
2@81513,1,38267
12@50601,6,37587
22@80971,2,35130
12@33942,5,34554
5@26965,2,34661
29@16526,9,33856
75@14612,1,34386
22@98922,3,34080
83@51687,1,37525
38@77773,1,37775
8@18641,1,37948
31@22656,8,37496
31@92597,8,37163
8@49143,2,37407
38@39925,1,37518
33@34659,3,37124
12@33911,11,37168
2@59529,4,37485
19@23957,5,37244
8@9984,6,38272
22@14096,7,37756
8@81974,8,37821
31@71774,6,37510
83@89108,1,37800
60@16014,1,38049
2@88799,2,37886
36@62018,1,37820
22@47404,2,36944
8@10051,6,36535
31@49398,7,36423
2@66065,2,37096
31@63461,6,36990
2@15521,4,37197
11@40648,7,36961
29@80020,6,36544
122@76717,2,37900
31@82855,11,50268
159@35898,1,80113
8@53974,5,81309
31@76041,11,80520
31@75928,6,81495
4@4207,1,74060
8@68335,4,71430
8@18236,4,90117
19@69084,6,78169
31@94456,10,76829
9@87760,8,78903
38@80000,2,81235
22@98253,3,79788
48@64826,1,79515
12@50526,6,78961
165,3468,93098
103@4709,2,80689
70@42991,1,80331
8@84528,4,75437
19@11127,3,63373
31@57557,11,80189
31@60643,12,49331
60@25764,1,44481
19@14831,6,42509
38@20986,1,44001
8@65978,3,46319
166,7088,70794
38@78490,3,36924
8@34232,2,37126
8@67226,2,37120
151@12829,1,38745
19@24738,4,37719
95@67814,1,38043
31@85174,9,37729
8@67367,5,37533
103@96108,1,39310
70@46377,2,39252
83@20041,1,39290
4@29693,1,38441
8@94541,4,38106
41@46251,1,38696
12@91464,6,38651
22@76684,3,39560
11@8406,3,38497
31@98158,7,38955
29@25029,6,39617
31@80115,6,40686
70@15115,1,41684
19@53825,2,48113
29@41848,4,47153
31@90909,10,47708
122@15355,1,58139
8@40348,5,57745
8@68432,5,58530
19@41074,7,64325
2@67608,3,69079
19@83041,2,107007
29@85092,5,98451
31@96354,5,89235
75@85030,1,76190
31@37793,3,73213
57@45451,1,69991
19@52999,2,68224
31@43022,8,64727
31@69888,4,63229
31@58111,5,64481
29@5508,5,61008
31@64461,8,57956
31@97941,6,57590
9@4063,4,59271
29@18402,6,59510
12@46805,9,48614
92@7330,2,48785
22@49822,6,46855
38@7892,2,47499
83@85571,1,48510
19@19522,7,47786
8@83996,4,47925
56@75351,1,41970
8@83567,6,40214
12@94301,2,40625
19@98239,7,39370
31@25760,5,38917
31@96395,8,39808
19@97882,7,40482
11@54095,6,40232
9@15730,6,39425
31@46306,7,39819
8@96392,3,37735
19@34393,4,37685
31@53476,6,38035
8@46833,5,37552
31@40889,7,37999
90@20990,1,38383
8@90029,3,38696
115@8148,3,38513
6@6999,1,38057
12@4933,5,38103
8@84701,3,38272
22@5393,6,38385
115@47536,3,40118
12@29209,7,38406
31@48158,3,37815
56@38088,2,38391
12@92859,7,38062
31@87096,8,38718
155@32046,1,39430
29@29535,4,38111
8@29449,3,37906
2@74929,3,37941
2@39003,2,38805
9@75350,7,38494
12@66264,11,38547
48@6582,1,38352
29@65880,7,36895
8@37163,5,37174
22@40750,4,38342
8@18916,2,38968
83@11718,1,38941
8@62845,6,38204
19@98193,6,38312
31@12389,9,38295
31@85977,9,38292
8@53927,2,38566
8@93250,1,38799
41@77572,1,40584
9@78961,8,39774
60@19529,1,39927
8@9628,4,40102
31@36013,5,39769
8@98249,5,39901
12@97498,4,39346
8@28561,7,39193
19@18439,4,39257
9@63304,11,38840
31@11896,5,36444
8@2955,4,35771
19@69913,3,35513
19@41501,3,35823
11@2205,6,568332
2@662,3,103672
2@69214,5,76283
31@49692,7,82020
15@94130,3,68352
4@52265,1,57972
77@68419,1,51784
31@99188,8,50558
1@16374,6,52780
31@70843,9,52675
19@42504,6,53357
22@28502,5,53211
8@37700,3,52820
27@62684,2,53527
63@80320,1,53050
31@79151,2,52725
12@77751,4,53433
31@61605,4,53467
11@34367,3,53175
19@82342,5,54363
108@79447,1,55169
31@42683,3,52991
19@21884,3,54253
123@90759,1,58453
31@51621,3,53301
2@19297,3,52969
11@90102,3,58111
22@58042,3,59871
77@62480,1,60127
12@26922,4,59251
33@60573,2,59744
31@80911,13,61089
31@61888,9,66065
31@23982,7,65016
56@20815,2,69685
38@9668,2,70083
92@8740,2,72186
105@62599,1,80788
19@14198,5,81070
92@56003,2,106998
31@98489,3,132150
11@63220,2,106564
31@54768,9,93479
27@60609,1,85964
63@82078,2,79745
31@47826,9,79858
1@95545,5,77463
6@15816,1,74152
9@9553,9,75848
8@1339,2,72622
2@7398,3,70734
31@51923,4,69862
1@64269,5,70620
8@28161,2,71003
63@7996,2,63366
29@95971,5,63653
31@74431,5,62131
105@55483,1,64379
46@4,1,62083
31@7102,5,62762
31@13141,6,57756
31@64421,7,55331
11@13721,4,54731
31@53632,5,55109
29@66359,1,53370
19@32761,6,53360
19@13856,7,53758
116@58016,1,58437
33@31149,3,52640
29@69139,2,54261
9@47052,8,55134
29@16296,9,54985
9@21376,5,51017
41@29932,1,49440
12@70857,11,49851
19@65390,7,48607
8@44365,5,47579
129@25972,1,49710
31@96974,4,48891
115@69853,1,51803
33@88789,1,49903
31@90814,3,50764
29@55129,4,49445
15@23200,2,49723
9@50663,2,52461
31@70153,8,50900
31@47032,8,48776
14@36380,4,49948
115@97722,1,50977
22@61134,2,48447
22@52489,6,48419
31@50197,2,47477
19@97888,11,48170
31@63995,7,49161
31@65949,9,46604
83@95279,1,47252
19@51586,4,46062
2@61916,3,46075
22@91898,3,42744
8@23086,2,42254
38@40723,1,42333
19@19631,7,41810
29@85378,1,42146
8@10101,2,41782
11@82476,1,42459
2@75066,1,42029
4@62227,1,42485
18@58918,1,45698
63@222,3,46383
31@83128,6,45681
2@67126,4,46026
19@33302,5,45676
31@18427,9,45598
14@55840,1,45702
29@83725,4,45185
9@33409,11,44969
48@23778,1,45806
29@29173,4,45530
115@84205,1,47370
31@39268,5,44990
31@77032,7,44008
115@65204,3,44692
14@23473,1,44317
83@82375,2,43040
31@31018,7,42911
8@56467,3,43031
167,5145,45227
9@88747,8,42789
105@58373,1,44252
92@29989,1,43235
9@26491,7,42029
11@24060,3,42594
12@4213,6,42770
29@5598,5,43049
31@39442,5,43594
108@37791,3,43771
8@53975,2,40238
33@33308,2,39651
108@53293,1,40204
115@83668,1,40650
19@43494,6,38683
8@39001,4,39042
19@402,4,39089
42@13458,2,39580
29@81886,4,39246
19@95756,7,38684
31@74654,3,39267
31@42461,4,42619
9@63979,4,42046
31@72019,10,42289
2@10013,1,42809
8@25421,3,42401
9@40708,4,42810
19@38403,6,42445
8@81905,4,42253
11@55052,6,41998
168,1738,45469
19@74447,3,42728
115@45225,3,44262
33@94143,2,43881
33@39444,5,43503
108@60394,2,42613
8@79769,2,43577
12@36165,8,43892
31@19988,4,43669
115@2327,1,44355
12@4192,6,43466
8@58193,3,43144
92@89857,2,43371
115@20117,4,43816
9@72064,8,43744
2@472,2,43881
8@29638,1,44221
12@8402,8,43325
8@12544,4,44025
19@16487,5,43127
11@78312,1,49362
31@11759,6,49131
11@22943,6,48818
1@11924,6,49078
42@34029,2,48715
22@44194,3,49211
2@56322,3,49315
29@99337,3,48798
19@1685,5,49002
8@94570,3,48922
9@6645,7,49025
8@22103,3,48955
8@84994,3,49018
8@51645,4,48763
9@96198,8,48889
31@76498,10,48771
31@15378,10,48787
22@2028,6,48891
31@36989,3,49166
31@24177,11,48736
8@64945,5,48943
8@34960,4,48907
31@55418,7,48815
31@77627,4,48851
9@5606,8,49007
92@87053,1,49205
19@45025,8,49169
8@23690,2,48974
31@87128,11,48828
31@89718,7,48897
19@90854,7,48774
1@1871,4,57924
59@66341,1,49325
9@13588,6,48898
19@66907,4,48809
115@96075,1,51016
19@11542,7,48948
14@53348,1,49215
105@88004,1,50977
27@51535,1,49247
8@97469,2,49206
92@33044,1,49261
8@42217,2,49113
8@11430,4,48867
8@58453,2,49208
1@62166,3,48949
8@75822,2,49507
19@1627,3,49012
8@21860,2,48982
31@66002,8,48918
14@56539,2,49283
169,4123,50770
19@52872,2,49249
29@51696,3,48895
9@86576,3,49048
31@9206,9,48948
0@71553,1,49424
12@73261,8,48809
108@5945,1,49221
18@75252,1,49180
19@13224,5,48837
31@85485,10,48750
31@11686,3,48866
31@94787,9,48851
1@79022,5,48912
8@60292,4,49032
9@46758,7,49045
8@4393,6,49282
31@58849,6,49254
41@90392,1,49413
31@67904,8,48722
94@28814,1,49300
8@85215,3,49285
31@94836,8,48887
8@89875,1,49451
12@71990,6,49185
31@95513,8,48836
105@78846,1,50908
60@51907,2,49238
1@83915,7,81793
31@76543,7,86325
1@12457,6,86538
108@84874,1,89445
31@35374,3,83887
29@28244,3,96005
31@17712,8,121127
9@23007,8,67738
31@88845,5,52838
29@5545,5,59761
75@88669,2,49005
27@61291,1,51895
14@12317,1,52037
31@70279,8,52359
0@9063,1,52268
15@35016,2,52202
159@43313,1,60147
92@59279,3,42057
29@35013,5,43991
11@29282,5,45269
9@2539,2,43563
31@90702,6,45479
19@84935,4,44844
19@7225,3,45507
11@80156,3,49965
103@43856,1,57145
19@3219,5,52149
11@18901,6,54196
12@40497,8,59974
31@30732,6,65215
33@58120,2,66646
8@64611,6,71044
27@66646,1,79660
12@57713,6,125627
12@95152,5,116307
11@40709,6,92138
31@29300,6,80859
31@6756,4,78992
31@3850,9,72100
9@81641,9,72646
11@39342,4,67463
38@63445,1,69530
31@12886,5,68128
8@86955,4,61525
8@15193,3,60435
11@96009,1,58649
31@10472,7,60740
63@55861,1,55791
31@48438,5,51796
31@24528,12,51575
19@50492,5,53183
0@74270,1,51704
108@74861,2,53415
8@67625,3,51915
22@28821,4,53068
8@90301,4,47623
19@35091,6,45470
103@23015,1,48075
33@31302,1,44208
83@56178,1,45771
31@80289,5,45955
31@97712,5,46791
11@89520,4,46972
12@65193,8,46990
167@14833,3,48757
31@65265,8,45782
31@58253,10,44250
77@45328,1,43424
1@30717,7,42066
19@46756,7,42390
9@77883,8,40762
11@37457,4,39923
166@86011,1,41812
8@57429,4,40402
12@28121,7,40052
63@49965,1,40274
11@25685,5,39887
31@91237,11,40049
63@23348,2,40687
31@87123,8,40675
38@41484,2,40238
31@54910,5,40647
19@97756,1,44068
11@88738,4,44097
9@11733,4,44393
9@13593,5,43786
31@82812,6,42772
122@86224,1,45759
31@32319,5,43613
9@64773,11,43620
31@48325,4,43679
11@27021,3,43681
3@32903,2,42510
33@54739,1,41742
84@83580,1,43241
155@41545,1,44115
19@33675,7,41711
11@90015,3,41910
31@37446,2,42207
8@93863,2,42422
11@85947,2,42688
93@68617,1,42725
129@57449,1,44773
9@61769,6,42890
129@17227,1,44794
12@30243,6,41468
60@79016,1,42788
31@21653,12,41827
70@66556,2,42215
170,3058,45742
31@30784,6,39185
31@11969,9,36737
63@21694,2,36930
9@50227,7,36258
9@37043,4,38977
29@31826,4,38973
19@23767,5,39368
31@32671,11,39177
31@57108,9,38593
0@3526,1,39388
31@60489,7,39087
48@45873,2,39140
31@44550,8,39207
31@94435,15,38877
65@35924,1,39249
31@59817,3,38886
63@52533,1,39369
9@24487,13,38769
12@3496,11,38707
31@26751,3,39141
31@71833,6,38100
103@70355,1,40097
29@91721,5,38614
87@28058,1,39025
27@89847,1,38841
41@52491,1,38659
14@34429,2,38706
31@54994,4,37728
29@24616,4,35231
31@35250,7,35066
33@71914,2,35343
12@96488,5,35046
19@5133,7,35176
31@91757,8,35190
19@78918,5,35081
19@4844,5,37380
8@62581,3,38403
48@14770,1,38469
31@88008,8,38379
31@227,6,38038
63@50858,2,37995
31@78066,4,37761
116@66167,1,39683
31@10281,9,37865
19@35967,3,37611
92@12794,2,37891
0@75774,2,37869
83@30104,1,37927
14@14998,2,37849
31@80125,3,37810
75@65180,1,37495
38@64277,2,36412
11@41803,5,36333
48@12100,1,36618
122@56224,1,39605
2@37891,2,37814
29@81785,3,37803
29@56708,6,37718
56@80491,2,37898
19@71581,8,37721
12@18535,4,37169
103@69099,1,38450
31@16632,7,36840
31@60584,8,37968
12@51747,5,37933
84@72729,1,38360
11@99477,4,37393
63@3446,1,37145
9@6043,10,37359
9@56173,7,37254
11@82158,7,37022
46@50533,1,36993
12@56111,8,36713
31@41553,9,36725
22@55083,10,36464
171,723,35927
29@3246,2,36653
19@34688,4,36586
19@26203,7,36759
31@84691,5,36480
31@25844,7,36156
84@4746,1,36916
19@50169,5,36840
0@35625,1,36939
123@49540,1,37561
31@46029,8,36340
12@49071,5,37081
31@42434,9,36741
29@77501,4,36660
18@14240,1,36794
38@50521,2,36454
11@64459,6,35893
19@68903,3,36474
38@30197,2,36756
31@12276,5,36713
22@24039,3,36649
8@2741,4,36854
31@50834,3,36465
31@55757,2,36674
9@55345,8,36611
31@71687,6,36679
48@5906,1,36703
38@48564,2,36424
19@79369,4,36370
83@74924,1,35451
31@21933,4,34970
19@99838,2,35583
19@4139,7,36113
8@43784,4,36208
63@27025,1,36135
92@33181,1,36190
11@2912,4,36860
19@29751,6,36959
6@59164,1,36472
31@36814,5,36879
29@56949,2,36702
9@63459,7,36575
11@56923,4,36872
11@42374,5,36637
9@94434,8,36593
9@34639,6,36586
19@90907,2,36742
9@80036,5,36279
29@16414,4,36164
31@66827,8,36131
31@7190,8,36157
1@12857,7,37357
56@91093,2,36613
31@91903,9,37112
56@57349,1,36863
11@62482,6,36896
11@78488,2,36598
27@44167,1,36697
0@55799,1,36889
101@10907,1,37729
31@74384,8,36318
9@48170,5,36436
29@26392,4,37101
31@35156,11,36852
29@57959,5,36640
11@55693,4,36659
38@37938,1,36625
12@19594,7,36397
38@19792,3,48972
12@41610,9,49202
92@34024,1,49368
31@70047,5,49298
12@11898,2,49285
31@18983,3,49355
12@37556,7,49338
31@30573,8,49210
31@1380,3,75458
1@68543,8,79635
31@70027,9,79919
31@73305,5,78277
19@67216,4,78085
3@73007,2,80711
31@1617,7,78684
8@79100,4,79208
48@63422,3,78303
11@98354,4,78393
19@10399,3,79415
31@91507,2,78852
0@27304,1,79243
1@38328,6,77740
15@7061,1,80296
31@57836,4,79794
31@91841,14,77694
8@15376,4,78777
19@81288,3,77902
1@2276,4,78417
1@20568,6,78303
8@37231,3,79044
31@21485,8,77561
31@3598,5,77743
12@43891,7,76725
19@79515,5,76764
46@46282,1,77937
29@52806,1,80478
8@66081,2,79021
123@22213,1,74695
122@57664,1,81962
146@4678,2,89955
19@46467,4,51612
19@94639,5,41179
31@91269,7,41748
38@53826,2,43658
29@18113,4,43489
31@83501,8,60338
9@24666,5,51225
19@50844,5,47165
9@17874,8,49557
105@47996,1,51762
11@91011,4,49049
31@47216,3,56653
123@8616,1,54726
8@81514,5,54796
31@3493,6,55010
19@19884,5,65164
123@74029,1,72090
31@38617,6,152349
31@85729,9,62041
90@16512,1,65075
12@85663,6,75549
9@51172,10,126992
9@36589,11,93629
31@86126,10,77177
56@94139,2,73738
8@18283,4,69856
31@23623,3,68444
31@20787,9,66719
31@92787,5,64178
22@65637,6,61807
22@60988,4,61031
31@60179,6,59807
29@45517,9,60599
39@23457,1,57993
19@43592,6,57278
12@7408,5,60980
39@14216,1,47654
172,3546,50000
12@24403,4,44512
15@27476,2,46718
19@84528,7,48755
12@23289,6,49478
29@22378,5,46357
22@80167,1,49229
9@89509,12,44928
31@14787,6,42677
1@35000,5,42357
19@42450,6,39243
9@70739,6,37997
39@48170,2,37643
19@39374,3,36713
1@6194,3,37235
29@97811,6,36838
84@92952,2,36996
84@73032,1,37056
19@2183,5,38617
29@70444,3,38577
84@40651,1,38745
19@95848,6,38856
11@83333,4,39149
12@38035,8,38883
8@48011,2,39061
12@47996,4,38851
11@94309,5,40067
19@63978,3,38927
11@36426,5,38510
31@600,7,39510
11@65888,1,39502
31@18021,13,39094
9@85710,10,39100
1@57206,4,38254
19@83196,4,38938
84@14835,2,38471
11@63685,4,37416
8@24115,4,38001
8@34761,3,38430
31@7134,7,37939
29@8309,6,37856
1@15992,3,37874
39@58289,1,38454
173,1070,37862
92@86775,1,37812
1@35178,8,38266
31@21106,6,37916
15@66791,1,37894
56@96762,1,38707
31@50325,7,38749
22@13164,4,38504
11@38125,3,37364
19@7663,4,38111
29@62719,5,38888
9@67316,6,38973
29@63450,6,38687
56@21535,2,38149
39@78123,2,38756
56@63292,1,37945
31@10489,8,38089
15@50263,2,38107
22@88061,7,39027
19@77418,8,38468
31@80081,6,38822
8@85333,5,38705
22@59149,4,38797
8@42103,3,38680
56@38837,1,39681
39@87531,1,40386
39@26994,1,39899
3@55597,4,40034
38@56958,3,39959
42@82166,4,39230
19@82940,5,37521
39@39208,1,37825
19@44610,9,37382
8@83624,3,37249
4@32153,2,37832
174,2101,38616
15@5484,2,39553
22@47791,7,40005
3@12238,2,40156
1@26215,4,40015
12@95767,2,39434
8@73813,4,38787
11@41972,3,39294
19@39369,5,37415
31@71674,8,37284
14@44950,1,37608
15@8866,3,37051
103@55876,1,39237
29@84168,4,37554
31@62111,7,37223
31@27825,11,37246
1@11058,5,36958
12@98590,5,37013
9@6015,5,36986
42@73025,2,36697
9@90383,8,35678
33@29915,3,35775
9@13339,7,35800
38@37839,2,35638
9@40863,7,35596
31@56193,7,35723
69@79333,1,36265
0@54938,1,37844
145@49243,1,38672
29@99429,5,36939
33@81926,2,36895
22@86138,2,36929
11@50736,3,36938
38@77573,2,36989
11@86490,2,37037
0@12607,1,37071
63@76828,2,36815
19@89779,5,37092
19@2777,2,37013
19@38091,5,36897
9@65855,4,36896
33@64304,1,37029
12@41544,5,37026
19@90514,3,37146
12@8205,10,36942
29@93130,7,35023
31@18064,7,34298
31@31148,7,34340
29@1844,4,34394
0@27991,1,34304
29@38126,3,34202
31@68583,5,34310
56@80334,1,34390
0@67411,3,34363
19@76119,6,34333
22@69785,5,34227
29@26118,6,34019
22@39944,6,33946
31@76329,8,33936
31@60883,10,33982
9@11936,9,34048
22@91554,3,33668
31@31062,9,33173
29@42384,5,33360
31@75483,3,33304
19@73833,3,33290
138@43409,1,34634
19@22772,5,33389
19@79391,5,33275
19@98088,4,33340
29@45129,5,33369
56@33169,1,33402
8@12756,3,33413
31@71006,8,33287
29@14879,5,33338
56@12178,2,33615
19@88433,3,33298
31@24755,4,33466
22@90683,6,33363
22@27837,3,33364
31@85377,8,33116
22@99161,7,33184
31@79382,6,33414
19@43293,4,33476
31@39491,11,33123
103@45589,2,34466
9@63151,11,33095
31@80234,5,33120
1@84255,3,35060
22@75763,6,35203
19@28986,3,35225
29@63881,4,35108
19@63535,5,35130
63@63005,2,35113
31@73710,4,35249
31@77822,9,34976
9@88888,4,35107
31@92658,11,35212
29@85931,1,35330
19@89268,7,38400
22@53796,3,38221
22@28219,5,38018
11@12930,6,37769
29@87963,6,37719
12@30348,7,37635
19@18843,3,40203
12@30871,6,79483
19@24719,6,77930
22@55219,1,78123
1@64733,2,76019
31@86452,9,76877
60@65478,1,70651
19@86474,4,75458
22@68972,4,75090
19@79743,8,77827
31@86735,6,75989
9@54479,6,77252
31@70361,10,74960
27@97588,1,78807
11@16731,5,78285
12@25902,5,78528
31@50790,5,79052
12@99250,6,79020
1@63235,3,77235
12@93374,6,75573
2@51596,3,75085
42@59517,6,73667
31@67005,5,73325
31@49495,7,73669
31@79818,6,74974
19@9799,6,74768
1@16039,5,74875
31@25015,9,76835
1@66182,10,78006
31@58521,5,77324
31@65145,8,75250
70@92338,1,76016
31@97595,6,56216
8@18647,3,53185
63@35482,2,91034
31@767,8,48957
105@13837,1,43751
42@8893,3,42338
12@89342,1,42937
60@60774,1,42378
61@57378,1,46241
8@87694,5,41270
