KeywordCount, Counter, Storage(Bytes)
1674,1674,3348
1675,1675,3350
1676,1676,3352
1677,1677,3354
1678,1678,3356
1679,1679,3358
1680,1680,3360
1681,1681,3362
1682,1682,3364
1683,1683,3366
1684,1684,3368
1685,1685,3370
1686,1686,3372
1687,1687,3374
1688,1688,3376
1689,1689,3378
1690,1690,3380
1691,1691,3382
1692,1692,3384
1693,1693,3386
1694,1694,3388
1695,1695,3390
1696,1696,3392
1697,1697,3394
1698,1698,3396
1699,1699,3398
1700,1700,3400
1701,1701,3402
1702,1702,3404
1703,1703,3406
1704,1704,3408
1705,1705,3410
1706,1706,3412
1707,1707,3414
1708,1708,3416
1709,1709,3418
1710,1710,3420
1711,1711,3422
1712,1712,3424
1713,1713,3426
1714,1714,3428
1715,1715,3430
1716,1716,3432
1717,1717,3434
1718,1718,3436
1719,1719,3438
1720,1720,3440
1721,1721,3442
1722,1722,3444
1723,1723,3446
1724,1724,3448
1725,1725,3450
1726,1726,3452
1727,1727,3454
1728,1728,3456
1729,1729,3458
1730,1730,3460
1731,1731,3462
1732,1732,3464
1733,1733,3466
1734,1734,3468
1735,1735,3470
1736,1736,3472
1737,1737,3474
1738,1738,3476
1739,1739,3478
1740,1740,3480
1741,1741,3482
1742,1742,3484
1743,1743,3486
1744,1744,3488
1745,1745,3490
1746,1746,3492
1747,1747,3494
1748,1748,3496
1749,1749,3498
1750,1750,3500
1751,1751,3502
1752,1752,3504
1753,1753,3506
1754,1754,3508
1755,1755,3510
1756,1756,3512
1757,1757,3514
1758,1758,3516
1759,1759,3518
1760,1760,3520
1761,1761,3522
1762,1762,3524
1763,1763,3526
1764,1764,3528
1765,1765,3530
1766,1766,3532
1767,1767,3534
1768,1768,3536
1769,1769,3538
1770,1770,3540
1771,1771,3542
1772,1772,3544
1773,1773,3546
1774,1774,3548
1775,1775,3550
1776,1776,3552
1777,1777,3554
1778,1778,3556
1779,1779,3558
1780,1780,3560
1781,1781,3562
1782,1782,3564
1783,1783,3566
1784,1784,3568
1785,1785,3570
1786,1786,3572
1787,1787,3574
1788,1788,3576
1789,1789,3578
1790,1790,3580
1791,1791,3582
1792,1792,3584
1793,1793,3586
1794,1794,3588
1795,1795,3590
1796,1796,3592
1797,1797,3594
1798,1798,3596
1799,1799,3598
1800,1800,3600
1801,1801,3602
1802,1802,3604
1803,1803,3606
1804,1804,3608
1805,1805,3610
1806,1806,3612
1807,1807,3614
1808,1808,3616
1809,1809,3618
1810,1810,3620
1811,1811,3622
1812,1812,3624
1813,1813,3626
1814,1814,3628
1815,1815,3630
1816,1816,3632
